"date","time","size","version","os","country","ip_id"
"2015-06-10","00:10:45",64981317,"3.2.0","win","AU",1
"2015-06-10","00:11:23",64981321,"3.2.0","win","US",2
"2015-06-10","00:10:06",39232,"3.2.0","win","CN",3
"2015-06-10","00:11:37",10854480,"3.1.3","osx","US",4
"2015-06-10","00:11:31",33440,"3.1.3","win","CZ",5
"2015-06-10","00:11:12",36684,"3.0.2","win","CN",6
"2015-06-10","00:12:57",14616,"3.1.0","src","CN",7
"2015-06-10","00:15:07",64981321,"3.2.0","win","PE",8
"2015-06-10","00:11:11",46336,"3.1.1","win","CN",6
"2015-06-10","00:55:33",28656462,"3.1.2","src","US",9
"2015-06-10","00:57:02",72568681,"3.2.0","osx","US",10
"2015-06-10","00:56:57",64981321,"3.2.0","win","US",11
"2015-06-10","00:58:06",5636859,"3.2.0","win","JP",12
"2015-06-10","00:58:51",64981321,"3.2.0","win","US",13
"2015-06-10","00:45:31",64981321,"3.2.0","win","MX",14
"2015-06-10","00:45:44",13088505,"3.2.0","win","US",15
"2015-06-10","00:46:26",64981320,"3.2.0","win","US",15
"2015-06-10","00:46:25",64981317,"3.2.0","win","BR",16
"2015-06-10","00:47:57",64981317,"3.2.0","win","CO",17
"2015-06-10","00:54:01",71677023,"3.1.3","osx","US",18
"2015-06-10","00:54:36",64981317,"3.2.0","win","US",19
"2015-06-10","00:45:03",31992,"3.1.0","src","CN",6
"2015-06-10","00:41:12",14617,"3.1.1","win","CN",6
"2015-06-10","00:41:14",33440,"3.0.2","win","CN",6
"2015-06-10","00:46:09",380304,"3.2.0","win","CN",20
"2015-06-10","00:46:54",14616,"3.2.0","win","VN",21
"2015-06-10","00:48:12",64981321,"3.2.0","win","CN",20
"2015-06-10","00:50:03",45423,"3.1.3","win","CN",22
"2015-06-10","00:50:27",14617,"3.1.2","src","CN",23
"2015-06-10","00:52:11",64981317,"3.2.0","win","JP",24
"2015-06-10","00:52:19",14617,"3.2.0","win","CN",25
"2015-06-10","00:51:44",33786,"2.14.1","win","CN",23
"2015-06-10","00:51:49",46720,"3.0.2","src","CN",23
"2015-06-10","00:00:08",64981317,"3.2.0","win","US",26
"2015-06-10","00:03:05",72568675,"3.2.0","osx","TR",27
"2015-06-10","00:05:25",64981320,"3.2.0","win","US",28
"2015-06-10","00:00:27",14617,"3.2.0","win","CN",3
"2015-06-10","00:04:29",45794,"3.1.3","win","CN",29
"2015-06-10","00:28:13",64981320,"3.2.0","win","DO",30
"2015-06-10","00:31:14",79002,"3.1.2","src","US",31
"2015-06-10","00:31:23",8749736,"3.2.0","win","US",32
"2015-06-10","00:56:41",28656462,"3.1.2","src","AU",33
"2015-06-10","00:57:12",64981321,"3.2.0","win","NZ",34
"2015-06-10","00:56:40",72568681,"3.2.0","osx","ES",35
"2015-06-10","00:57:35",14616,"3.2.0","win","CN",36
"2015-06-10","00:07:32",29125448,"3.2.0","src","MX",37
"2015-06-10","00:21:43",14616,"2.14.1","win","CN",23
"2015-06-10","00:26:27",64981317,"3.2.0","win","CN",38
"2015-06-10","00:21:47",46720,"3.0.2","src","CN",23
"2015-06-10","00:27:10",5225204,"3.2.0","win","CN",39
"2015-06-10","00:27:10",4936281,"3.2.0","win","CN",39
"2015-06-10","00:27:10",6397720,"3.2.0","win","CN",39
"2015-06-10","00:27:29",5983200,"3.2.0","osx","US",40
"2015-06-10","00:27:10",4644280,"3.2.0","win","CN",39
"2015-06-10","00:30:24",46720,"3.1.3","win","CN",41
"2015-06-10","00:31:47",64981317,"3.2.0","win","NZ",42
"2015-06-10","00:33:29",64981320,"3.2.0","win","CN",43
"2015-06-10","00:34:47",46720,"3.1.2","src","CN",44
