"date","time","size","version","os","country","ip_id"
"2015-05-01","00:44:55",194400,"3.2.0","win","CN",1
"2015-05-01","00:46:57",72568681,"3.2.0","osx","US",2
"2015-05-01","00:48:06",64981317,"3.2.0","win","CA",3
"2015-05-01","00:48:46",141173,"3.1.3","win","US",4
"2015-05-01","00:50:10",64981317,"3.2.0","win","US",5
"2015-05-01","00:51:34",64981317,"3.2.0","win","US",6
"2015-05-01","00:51:33",14617,"3.1.1","win","CN",7
"2015-05-01","00:52:55",14616,"2.14.1","win","CN",8
"2015-05-01","00:54:04",7976516,"3.2.0","win","US",9
"2015-05-01","00:54:23",14616,"3.1.3","win","CN",10
"2015-05-01","00:55:59",32060000,"3.2.0","win","EC",11
"2015-05-01","00:15:23",64981320,"3.2.0","win","PT",12
"2015-05-01","00:16:58",79414,"3.2.0","osx","US",13
"2015-05-01","00:16:59",78687,"3.2.0","osx","US",13
"2015-05-01","00:17:51",64981321,"3.2.0","win","JP",14
"2015-05-01","00:16:00",17565660,"3.2.0","win","PT",12
"2015-05-01","00:20:53",64981317,"3.2.0","win","US",15
"2015-05-01","00:21:29",14616,"3.1.1","win","CN",7
"2015-05-01","00:24:08",64981317,"3.2.0","win","US",16
"2015-05-01","00:22:55",14616,"2.14.1","win","CN",8
"2015-05-01","00:24:21",14616,"3.1.3","win","CN",10
"2015-05-01","00:27:21",14616,"3.1.0","src","CN",7
"2015-05-01","00:03:00",64981317,"3.2.0","win","AU",17
"2015-05-01","00:03:20",6182960,"3.2.0","win","JP",18
"2015-05-01","00:03:26",5495160,"3.2.0","win","JP",19
"2015-05-01","00:02:39",64981317,"3.2.0","win","HU",20
"2015-05-01","00:02:41",46720,"3.1.3","win","CN",21
"2015-05-01","00:02:29",7999200,"3.2.0","win","HU",20
"2015-05-01","00:03:44",14616,"3.2.0","win","CN",22
"2015-05-01","00:04:34",64981317,"3.2.0","win","US",23
"2015-05-01","00:27:33",72568675,"3.2.0","osx","US",13
"2015-05-01","00:27:24",64981312,"3.2.0","win","KR",24
"2015-05-01","00:28:45",14616,"3.1.0","src","CN",25
"2015-05-01","00:28:55",64981317,"3.2.0","win","BR",26
"2015-05-01","00:27:52",46720,"3.1.3","win","CN",27
"2015-05-01","00:31:01",28656462,"3.1.2","src","BR",28
"2015-05-01","00:31:25",72568681,"3.2.0","osx","CA",29
"2015-05-01","00:33:46",45795,"3.2.0","win","CN",22
"2015-05-01","00:35:49",64981317,"3.2.0","win","US",30
"2015-05-01","00:56:42",64981320,"3.2.0","win","CA",3
"2015-05-01","00:57:28",64981317,"3.2.0","win","US",31
"2015-05-01","00:57:22",14616,"3.1.0","src","CN",7
"2015-05-01","00:59:29",41609079,"3.2.0","win","AU",32
"2015-05-01","00:37:01",14616,"3.2.0","win","CN",33
"2015-05-01","00:37:47",46720,"3.2.0","win","CN",34
"2015-05-01","00:38:19",72568681,"3.2.0","osx","US",35
"2015-05-01","00:39:31",11109056,"3.2.0","win","US",36
"2015-05-01","00:41:40",64981317,"3.2.0","win","US",37
"2015-05-01","00:41:31",64981312,"3.2.0","win","AR",38
"2015-05-01","00:41:33",14616,"3.1.3","src","CN",39
"2015-05-01","00:44:56",80640,"3.2.0","win","CN",1
"2015-05-01","00:44:55",79730,"3.2.0","win","CN",1
"2015-05-01","00:44:56",80640,"3.2.0","win","CN",1
"2015-05-01","00:45:39",72568675,"3.2.0","osx","US",40
"2015-05-01","00:45:00",14616,"3.1.2","src","CN",8
"2015-05-01","00:06:08",64981317,"3.2.0","win","US",41
"2015-05-01","00:06:35",97690,"3.2.0","win","US",42
"2015-05-01","00:06:53",64981317,"3.2.0","win","BR",43
"2015-05-01","00:06:58",14616,"3.2.0","win","CN",33
"2015-05-01","00:08:12",64981317,"3.2.0","win","US",44
"2015-05-01","00:07:25",30545,"3.1.3","win","CZ",45
"2015-05-01","00:08:13",64981320,"3.2.0","win","US",46
"2015-05-01","00:05:40",64981317,"3.2.0","win","US",47
"2015-05-01","00:06:35",54661,"3.2.0","win","US",42
"2015-05-01","00:06:35",228161,"3.2.0","win","US",42
"2015-05-01","00:10:31",64981317,"3.2.0","win","US",48
"2015-05-01","00:07:01",64981317,"3.2.0","win","US",42
"2015-05-01","00:11:32",14616,"3.1.3","src","CN",39
"2015-05-01","00:10:15",17512,"3.1.3","osx","CZ",45
"2015-05-01","00:14:58",72568681,"3.2.0","osx","US",49
"2015-05-01","00:14:59",14616,"3.1.2","src","CN",8
"2015-05-01","01:37:32",72568675,"3.2.0","osx","US",50
"2015-05-01","01:37:14",64981320,"3.2.0","win","TH",51
"2015-05-01","01:37:06",45832,"3.2.0","win","CN",33
"2015-05-01","01:39:19",64981321,"3.2.0","win","TH",51
"2015-05-01","01:41:00",115235,"3.2.0","src","CN",52
"2015-05-01","01:40:35",64981317,"3.2.0","win","RU",53
"2015-05-01","01:41:22",1260111,"3.2.0","src","CN",52
"2015-05-01","01:41:01",79860,"3.2.0","src","CN",52
"2015-05-01","01:41:34",14616,"3.1.3","src","CN",39
"2015-05-01","01:40:59",64981306,"3.2.0","win","KR",54
"2015-05-01","01:43:05",64981317,"3.2.0","win","US",55
"2015-05-01","01:45:03",14616,"3.1.2","src","CN",8
"2015-05-01","01:45:28",12100713,"3.2.0","win","US",36
"2015-05-01","01:45:29",64981317,"3.2.0","win","HK",56
"2015-05-01","01:46:03",64981319,"3.2.0","win","HK",56
"2015-05-01","01:45:42",64981321,"3.2.0","win","AU",32
"2015-05-01","01:47:07",64981321,"3.2.0","win","TH",51
"2015-05-01","01:46:57",64981321,"3.2.0","win","AU",57
"2015-05-01","01:01:22",64981317,"3.2.0","win","US",58
"2015-05-01","01:01:30",45794,"3.1.3","win","CN",59
"2015-05-01","01:01:54",64981321,"3.2.0","win","CL",60
"2015-05-01","01:00:43",64981317,"3.2.0","win","DE",61
"2015-05-01","01:03:06",14616,"3.2.0","win","CN",62
"2015-05-01","01:03:28",64981320,"3.2.0","win","CA",3
"2015-05-01","01:02:36",64981315,"3.2.0","win","US",31
"2015-05-01","01:03:47",14616,"3.2.0","win","CN",22
"2015-05-01","01:05:25",64981317,"3.2.0","win","KR",63
"2015-05-01","01:06:18",72568681,"3.2.0","osx","CA",64
"2015-05-01","01:06:35",72568681,"3.2.0","osx","US",65
"2015-05-01","01:07:01",64981317,"3.2.0","win","US",66
"2015-05-01","01:07:04",14616,"3.2.0","win","CN",33
"2015-05-01","01:06:45",64981317,"3.2.0","win","KR",67
"2015-05-01","01:06:42",64981320,"3.2.0","win","CA",3
"2015-05-01","01:08:52",72568681,"3.2.0","osx","CN",68
"2015-05-01","01:09:17",72568681,"3.2.0","osx","VE",69
"2015-05-01","01:08:39",29125448,"3.2.0","src","DE",70
"2015-05-01","01:09:27",72568684,"3.2.0","osx","US",71
"2015-05-01","01:08:49",64981317,"3.2.0","win","US",72
"2015-05-01","01:10:27",46720,"3.1.3","win","CN",73
"2015-05-01","01:11:08",68197,"3.2.0","win","CN",74
"2015-05-01","01:11:33",14616,"3.1.3","src","CN",39
"2015-05-01","01:11:57",64981317,"3.2.0","win","US",75
"2015-05-01","01:12:53",64981317,"3.2.0","win","IN",76
"2015-05-01","01:13:13",72568681,"3.2.0","osx","US",77
"2015-05-01","01:15:01",14616,"3.1.2","src","CN",8
"2015-05-01","01:16:01",72568684,"3.2.0","osx","US",78
"2015-05-01","01:57:07",64981312,"3.2.0","win","HU",79
"2015-05-01","01:57:43",64981320,"3.2.0","win","US",80
"2015-05-01","01:57:24",14616,"3.1.0","src","CN",7
"2015-05-01","01:58:33",14617,"2.14.1","win","CN",81
"2015-05-01","01:59:24",72568681,"3.2.0","osx","US",82
"2015-05-01","01:16:43",64981320,"3.2.0","win","KR",83
"2015-05-01","01:16:56",486528,"3.2.0","osx","NZ",84
"2015-05-01","01:17:36",60043,"3.2.0","win","EC",11
"2015-05-01","01:17:42",64981320,"3.2.0","win","US",78
"2015-05-01","01:19:28",408275,"3.2.0","win","EC",85
"2015-05-01","01:21:35",14616,"3.1.1","win","CN",7
"2015-05-01","01:22:02",64981317,"3.2.0","win","AU",86
"2015-05-01","01:22:50",64981317,"3.2.0","win","US",87
"2015-05-01","01:22:49",29125448,"3.2.0","src","US",88
