"date","time","size","version","os","country","ip_id"
"2015-06-03","19:59:22",64981317,"3.2.0","win","DE",1
"2015-06-03","17:03:22",72568681,"3.2.0","osx","GB",2
"2015-06-03","17:03:57",72568685,"3.2.0","osx","ES",3
"2015-06-03","17:04:03",64981321,"3.2.0","win","DE",4
"2015-06-03","17:04:22",72568685,"3.2.0","osx","ES",3
"2015-06-03","17:04:09",72568685,"3.2.0","osx","ES",3
"2015-06-03","17:04:29",72568685,"3.2.0","osx","ES",3
"2015-06-03","17:04:53",72568681,"3.2.0","osx","US",5
"2015-06-03","17:05:04",72568681,"3.2.0","osx","US",6
"2015-06-03","17:05:51",64981317,"3.2.0","win","TW",7
"2015-06-03","17:06:47",64981320,"3.2.0","win","US",8
"2015-06-03","17:06:44",58167608,"3.2.0","osx","ES",3
"2015-06-03","17:06:46",31650384,"3.2.0","osx","ES",3
"2015-06-03","17:07:35",38130972,"3.2.0","win","ES",9
"2015-06-03","17:08:07",72568684,"3.2.0","osx","US",10
"2015-06-03","17:08:19",57007,"3.1.3","win","CN",11
"2015-06-03","17:08:36",64981320,"3.2.0","win","US",12
"2015-06-03","17:08:54",6920936,"3.2.0","win","ES",13
"2015-06-03","17:08:26",14616,"3.2.0","win","VN",14
"2015-06-03","17:08:55",64981317,"3.2.0","win","US",15
"2015-06-03","17:09:56",14616,"3.2.0","win","CN",16
"2015-06-03","17:10:33",28656469,"3.1.2","src","US",17
"2015-06-03","17:10:32",28656468,"3.1.2","src","US",17
"2015-06-03","17:11:51",64981317,"3.2.0","win","US",18
"2015-06-03","17:12:09",64981320,"3.2.0","win","US",19
"2015-06-03","17:13:13",64981319,"3.2.0","win","IL",20
"2015-06-03","17:13:21",64981317,"3.2.0","win","FR",21
"2015-06-03","17:13:31",14617,"3.2.0","win","CN",22
"2015-06-03","18:49:10",64981317,"3.2.0","win","RU",23
"2015-06-03","18:49:33",64981317,"3.2.0","win","AR",24
"2015-06-03","18:50:13",64981319,"3.2.0","win","IN",25
"2015-06-03","18:50:37",64981317,"3.2.0","win","US",26
"2015-06-03","18:51:00",64981319,"3.2.0","win","IN",25
"2015-06-03","18:51:16",64981320,"3.2.0","win","RO",27
"2015-06-03","18:52:44",64981317,"3.2.0","win","US",28
"2015-06-03","18:52:38",34888,"3.1.0","src","CN",29
"2015-06-03","18:53:29",64981320,"3.2.0","win","US",30
"2015-06-03","18:53:30",72568681,"3.2.0","osx","US",31
"2015-06-03","18:53:14",64981320,"3.2.0","win","US",32
"2015-06-03","18:55:17",56997,"3.1.2","src","CN",33
"2015-06-03","18:54:48",64981320,"3.2.0","win","DE",34
"2015-06-03","18:55:46",64981317,"3.2.0","win","MX",35
"2015-06-03","18:55:39",64981317,"3.2.0","win","US",36
"2015-06-03","18:56:41",28656462,"3.1.2","src","US",37
"2015-06-03","18:56:14",64981317,"3.2.0","win","US",38
"2015-06-03","18:56:56",64981317,"3.2.0","win","US",39
"2015-06-03","03:39:19",14617,"3.1.3","win","CN",40
"2015-06-03","03:39:36",14616,"3.1.3","win","CN",41
"2015-06-03","03:41:30",64981317,"3.2.0","win","IN",42
"2015-06-03","03:41:51",64981320,"3.2.0","win","US",43
"2015-06-03","03:41:57",14616,"3.2.0","win","CN",22
"2015-06-03","03:43:36",46720,"3.2.0","win","CN",44
"2015-06-03","03:45:59",64981321,"3.2.0","win","US",45
"2015-06-03","03:46:01",72568681,"3.2.0","osx","US",46
"2015-06-03","03:47:45",64981317,"3.2.0","win","TW",47
"2015-06-03","03:48:07",64981317,"3.2.0","win","IN",48
"2015-06-03","03:48:24",14616,"3.1.0","src","CN",29
"2015-06-03","03:50:01",64981320,"3.2.0","win","TW",49
"2015-06-03","07:05:58",64981321,"3.2.0","win","DE",50
"2015-06-03","07:05:06",72568681,"3.2.0","osx","US",51
"2015-06-03","07:06:41",64981317,"3.2.0","win","GB",52
"2015-06-03","07:06:15",64981312,"3.2.0","win","KR",53
"2015-06-03","07:06:58",5063493,"2.15.1","win","CN",54
"2015-06-03","07:07:08",278422,"2.15.1","win","CN",54
"2015-06-03","07:08:03",14616,"3.1.0","src","CN",55
"2015-06-03","07:08:28",64981317,"3.2.0","win","GB",56
"2015-06-03","07:08:31",14616,"3.1.1","win","CN",57
"2015-06-03","07:07:53",14616,"3.2.0","win","VN",14
"2015-06-03","07:08:42",14616,"3.1.3","win","CN",58
"2015-06-03","07:08:32",64981317,"3.2.0","win","AU",59
"2015-06-03","07:08:51",64981317,"3.2.0","win","KR",60
"2015-06-03","07:09:10",45018,"3.2.0","win","CN",16
"2015-06-03","07:09:39",72568681,"3.2.0","osx","IT",61
"2015-06-03","07:11:03",59040,"3.2.0","win","CN",62
"2015-06-03","07:10:57",59040,"3.2.0","win","CN",62
"2015-06-03","07:11:21",57920,"3.1.3","win","CN",11
"2015-06-03","07:10:48",64981317,"3.2.0","win","BE",63
"2015-06-03","07:12:05",14616,"3.2.0","win","CN",22
"2015-06-03","07:12:28",64981311,"3.2.0","win","FI",64
"2015-06-03","07:12:58",64981320,"3.2.0","win","GB",56
"2015-06-03","07:13:16",64981320,"3.2.0","win","FI",65
"2015-06-03","07:13:16",64981319,"3.2.0","win","FI",64
"2015-06-03","07:13:20",72568685,"3.2.0","osx","FI",66
"2015-06-03","07:13:33",14617,"3.1.2","src","CN",67
"2015-06-03","07:14:29",64981320,"3.2.0","win","ZA",68
"2015-06-03","08:47:14",64981320,"3.2.0","win","DE",69
"2015-06-03","08:52:52",64981320,"3.2.0","win","BE",70
"2015-06-03","08:56:27",64981321,"3.2.0","win","NL",71
"2015-06-03","13:00:28",14616,"3.1.3","win","CN",58
"2015-06-03","13:00:27",57920,"3.2.0","win","CN",72
"2015-06-03","13:00:32",14616,"3.2.0","win","CN",73
"2015-06-03","13:00:11",64981320,"3.2.0","win","DE",74
"2015-06-03","13:00:58",14616,"3.0.2","win","CN",29
"2015-06-03","13:00:58",5928,"3.1.1","win","CN",29
"2015-06-03","13:00:35",64981317,"3.2.0","win","CN",75
"2015-06-03","13:01:02",14616,"3.1.3","win","CN",76
"2015-06-03","13:01:39",64981321,"3.2.0","win","GB",77
"2015-06-03","13:01:54",64981321,"3.2.0","win","GB",78
"2015-06-03","01:28:36",72568681,"3.2.0","osx","US",79
"2015-06-03","01:28:21",14616,"3.0.2","win","CN",29
"2015-06-03","01:28:52",252000,"3.2.0","win","CN",80
"2015-06-03","01:28:25",14616,"3.1.1","win","CN",29
"2015-06-03","01:28:47",1665477,"3.2.0","win","CN",80
"2015-06-03","01:28:25",14616,"3.1.3","src","CN",81
"2015-06-03","01:29:23",34888,"3.1.3","win","CN",76
"2015-06-03","01:29:58",72568681,"3.2.0","osx","US",82
"2015-06-03","01:30:12",64981317,"3.2.0","win","US",83
"2015-06-03","01:30:00",64981317,"3.2.0","win","US",84
"2015-06-03","01:30:47",71677023,"3.1.3","osx","US",85
"2015-06-03","01:33:32",15757632,"3.1.3","osx","US",85
"2015-06-03","01:33:18",64981317,"3.2.0","win","AU",86
"2015-06-03","01:34:23",64981317,"3.2.0","win","US",87
"2015-06-03","01:34:36",72568681,"3.2.0","osx","NZ",88
"2015-06-03","01:36:40",64981317,"3.2.0","win","BR",89
"2015-06-03","01:37:26",64400,"3.2.0","win","CN",90
"2015-06-03","18:14:48",78408,"3.2.0","win","UA",91
"2015-06-03","18:16:04",64981321,"3.2.0","win","UA",91
"2015-06-03","18:17:08",16057352,"3.2.0","win","US",92
"2015-06-03","18:17:31",64981318,"3.2.0","win","US",92
"2015-06-03","18:17:35",64981319,"3.2.0","win","US",93
"2015-06-03","07:46:14",14617,"3.1.3","win","CN",94
"2015-06-03","07:47:29",64981320,"3.2.0","win","IN",95
"2015-06-03","07:48:29",64981317,"3.2.0","win","NO",96
"2015-06-03","07:48:39",14616,"3.1.0","src","CN",29
"2015-06-03","07:48:17",72568681,"3.2.0","osx","IN",97
"2015-06-03","07:48:51",14616,"3.1.3","win","CN",94
"2015-06-03","07:49:05",64981317,"3.2.0","win","GB",98
"2015-06-03","07:50:20",77392,"3.2.0","win","CN",99
"2015-06-03","07:50:18",14616,"3.1.3","win","CN",100
"2015-06-03","07:51:22",64981320,"3.2.0","win","BE",101
"2015-06-03","07:51:01",64981317,"3.2.0","win","ES",102
"2015-06-03","07:51:27",7376,"3.1.3","win","CN",94
"2015-06-03","07:51:56",14617,"3.1.3","win","CN",41
"2015-06-03","07:52:52",14616,"3.1.2","src","CN",103
"2015-06-03","07:54:43",12468869,"3.2.0","win","US",104
"2015-06-03","07:56:38",64981320,"3.2.0","win","IN",105
"2015-06-03","01:58:27",14616,"3.1.3","src","CN",81
"2015-06-03","01:58:22",14616,"3.0.2","win","CN",29
"2015-06-03","01:58:26",14616,"3.1.1","win","CN",29
"2015-06-03","01:59:25",14616,"3.1.3","win","CN",76
"2015-06-03","23:15:47",64981317,"3.2.0","win","ES",106
"2015-06-03","23:17:06",64981317,"3.2.0","win","US",107
"2015-06-03","23:16:21",14616,"3.1.2","src","CN",44
"2015-06-03","23:17:47",57920,"3.1.3","win","CN",11
"2015-06-03","23:18:52",72568681,"3.2.0","osx","US",108
"2015-06-03","23:18:13",14616,"3.0.2","src","CN",109
"2015-06-03","23:19:43",64981317,"3.2.0","win","US",110
"2015-06-03","23:20:42",64981320,"3.2.0","win","US",111
"2015-06-03","23:21:32",14616,"2.14.1","win","CN",109
"2015-06-03","23:23:43",14616,"3.1.0","src","CN",29
"2015-06-03","04:28:09",64981317,"3.2.0","win","US",112
"2015-06-03","04:29:25",64981319,"3.2.0","win","US",113
"2015-06-03","04:28:53",26397578,"3.2.0","win","US",113
"2015-06-03","04:29:32",64981317,"3.2.0","win","CA",114
"2015-06-03","04:51:51",14616,"3.1.2","src","CN",103
"2015-06-03","04:51:37",64981317,"3.2.0","win","BR",115
"2015-06-03","04:52:47",64981317,"3.2.0","win","KR",116
"2015-06-03","04:53:29",14616,"3.1.3","win","CN",117
"2015-06-03","04:54:13",14616,"2.14.1","win","CN",109
"2015-06-03","04:54:36",14617,"3.1.2","src","CN",118
"2015-06-03","04:55:23",14616,"2.14.1","win","CN",109
"2015-06-03","04:56:28",46336,"3.2.0","win","CN",119
"2015-06-03","04:56:34",4969440,"3.2.0","osx","CN",120
"2015-06-03","04:56:37",46720,"3.2.0","win","CN",121
"2015-06-03","04:57:15",72568681,"3.2.0","osx","US",122
