"date","time","size","version","os","country","ip_id"
"2015-05-23","00:38:38",353430,"3.2.0","win","US",1
"2015-05-23","00:38:37",46336,"3.1.3","win","CN",2
"2015-05-23","00:39:56",57920,"3.1.2","src","CN",3
"2015-05-23","00:40:30",14617,"3.2.0","win","CN",4
"2015-05-23","00:39:18",46468,"3.1.3","win","CN",5
"2015-05-23","00:41:09",46720,"3.1.3","win","CN",5
"2015-05-23","00:40:14",47940,"3.1.3","win","CN",5
"2015-05-23","00:41:21",14616,"2.14.1","win","CN",6
"2015-05-23","00:42:07",14616,"2.14.1","win","CN",6
"2015-05-23","00:42:53",14616,"3.2.0","win","CN",7
"2015-05-23","00:42:04",45794,"3.1.3","win","CN",5
"2015-05-23","00:42:59",45794,"3.1.3","win","CN",5
"2015-05-23","00:41:59",45794,"3.1.3","win","CN",8
"2015-05-23","00:42:53",46720,"3.1.3","win","CN",8
"2015-05-23","00:43:49",45794,"3.1.3","win","CN",8
"2015-05-23","00:43:52",46468,"3.1.3","win","CN",5
"2015-05-23","00:44:47",45794,"3.1.3","win","CN",5
"2015-05-23","00:44:47",46468,"3.1.3","win","CN",8
"2015-05-23","00:45:40",46468,"3.1.3","win","CN",5
"2015-05-23","00:45:44",46720,"3.1.3","win","CN",8
"2015-05-23","00:47:57",64981317,"3.2.0","win","US",9
"2015-05-23","00:47:45",14616,"3.2.0","win","CN",10
"2015-05-23","00:48:14",456988,"3.2.0","win","CN",11
"2015-05-23","00:27:25",46240,"3.1.2","src","CN",12
"2015-05-23","00:30:41",14616,"3.0.2","win","CN",13
"2015-05-23","00:32:14",64981312,"3.2.0","win","US",14
"2015-05-23","00:33:32",33440,"3.2.0","win","CN",15
"2015-05-23","00:34:53",64981320,"3.2.0","win","AR",16
"2015-05-23","00:36:30",72568681,"3.2.0","osx","US",17
"2015-05-23","00:36:39",46720,"3.1.3","win","CN",5
"2015-05-23","00:37:31",46469,"3.1.3","win","CN",5
"2015-05-23","00:38:25",46468,"3.1.3","win","CN",5
"2015-05-23","00:08:01",64981320,"3.2.0","win","US",18
"2015-05-23","00:08:38",46336,"3.1.3","win","CN",2
"2015-05-23","00:08:04",64981317,"3.2.0","win","US",1
"2015-05-23","00:10:25",64981320,"3.2.0","win","US",19
"2015-05-23","00:11:03",14616,"2.14.1","win","CN",6
"2015-05-23","00:11:02",14616,"2.14.1","win","CN",6
"2015-05-23","00:11:04",14616,"2.14.1","win","CN",6
"2015-05-23","00:11:10",14616,"2.14.1","win","CN",6
"2015-05-23","00:11:04",14616,"2.14.1","win","CN",6
"2015-05-23","00:12:21",14616,"3.1.0","src","CN",20
"2015-05-23","00:12:37",64981317,"3.2.0","win","IT",21
"2015-05-23","00:10:16",30544,"3.1.3","win","CZ",22
"2015-05-23","00:13:37",516443,"3.2.0","win","MX",23
"2015-05-23","00:15:15",64981317,"3.2.0","win","NZ",24
"2015-05-23","00:17:10",64981317,"3.2.0","win","BR",25
"2015-05-23","00:17:43",14616,"3.2.0","win","CN",10
"2015-05-23","00:14:18",14616,"3.1.3","osx","CZ",22
"2015-05-23","00:18:32",64981317,"3.2.0","win","US",26
"2015-05-23","00:01:43",64981317,"3.2.0","win","US",27
"2015-05-23","00:03:03",64981317,"3.2.0","win","US",18
"2015-05-23","00:04:14",64981317,"3.2.0","win","US",28
"2015-05-23","00:03:29",14616,"3.2.0","win","CN",15
"2015-05-23","00:05:09",69160,"3.2.0","win","US",29
"2015-05-23","00:05:25",64981317,"3.2.0","win","US",30
"2015-05-23","00:05:19",17259891,"3.2.0","win","US",29
"2015-05-23","00:06:30",64981317,"3.2.0","win","MX",31
"2015-05-23","00:48:14",451052,"3.2.0","win","CN",11
"2015-05-23","00:48:14",484061,"3.2.0","win","CN",11
"2015-05-23","00:48:14",514080,"3.2.0","win","CN",11
"2015-05-23","00:46:51",46468,"3.1.3","win","CN",8
"2015-05-23","00:47:34",46468,"3.1.3","win","CN",5
"2015-05-23","00:47:47",46468,"3.1.3","win","CN",8
"2015-05-23","00:46:38",45794,"3.1.3","win","CN",5
"2015-05-23","00:49:41",28656462,"3.1.2","src","US",32
"2015-05-23","00:49:21",29125454,"3.2.0","src","CN",33
"2015-05-23","00:48:42",46720,"3.1.3","win","CN",8
"2015-05-23","00:52:24",72568681,"3.2.0","osx","US",34
"2015-05-23","00:51:09",14616,"3.1.1","win","CN",13
"2015-05-23","00:52:29",45794,"3.1.3","win","CN",8
"2015-05-23","00:49:41",45794,"3.1.3","win","CN",8
"2015-05-23","00:50:39",46468,"3.1.3","win","CN",8
"2015-05-23","00:52:52",14616,"3.1.0","src","CN",13
"2015-05-23","00:51:34",46468,"3.1.3","win","CN",8
"2015-05-23","00:53:27",5621000,"3.2.0","win","AR",16
"2015-05-23","00:53:24",45795,"3.1.3","win","CN",8
"2015-05-23","00:53:08",14616,"3.2.0","win","VN",35
"2015-05-23","00:54:17",14616,"3.1.0","src","CN",13
"2015-05-23","00:55:08",14616,"3.1.2","src","CN",6
"2015-05-23","00:55:04",14616,"3.1.3","src","CN",36
"2015-05-23","00:54:17",45795,"3.1.3","win","CN",8
"2015-05-23","00:55:15",45795,"3.1.3","win","CN",8
"2015-05-23","00:54:58",46720,"3.2.0","win","CN",37
"2015-05-23","00:57:04",28656462,"3.1.2","src","HK",38
"2015-05-23","00:57:39",64981317,"3.2.0","win","US",39
"2015-05-23","00:56:13",46467,"3.1.3","win","CN",8
"2015-05-23","00:58:08",345600,"3.2.0","win","CN",40
"2015-05-23","00:57:48",4356608,"3.2.0","win","CN",40
"2015-05-23","00:57:14",45795,"3.1.3","win","CN",8
"2015-05-23","00:59:10",46467,"3.1.3","win","CN",8
"2015-05-23","00:59:49",14616,"3.2.0","win","CN",41
"2015-05-23","00:58:13",46467,"3.1.3","win","CN",8
"2015-05-23","00:57:28",46240,"3.1.2","src","CN",12
"2015-05-23","00:18:53",14616,"3.1.1","win","CN",13
"2015-05-23","00:19:15",64981319,"3.2.0","win","AR",42
"2015-05-23","00:19:58",14616,"3.1.0","src","CN",13
"2015-05-23","00:19:59",72568681,"3.2.0","osx","AU",43
"2015-05-23","00:21:08",28607091,"3.1.1","src","US",44
"2015-05-23","00:20:10",46720,"3.1.3","win","CN",45
"2015-05-23","00:21:29",14617,"3.2.0","win","CN",7
"2015-05-23","00:20:33",46720,"3.2.0","win","CN",37
"2015-05-23","00:22:03",64981317,"3.2.0","win","JP",46
"2015-05-23","00:23:15",64981317,"3.2.0","win","AR",16
"2015-05-23","00:21:29",46720,"3.2.0","win","CN",37
"2015-05-23","00:23:07",14616,"3.2.0","win","VN",35
"2015-05-23","00:23:58",64981311,"3.2.0","win","US",47
"2015-05-23","00:23:59",64981320,"3.2.0","win","AU",48
"2015-05-23","00:23:42",14616,"3.1.2","src","CN",6
"2015-05-23","00:23:22",46720,"3.2.0","win","CN",37
"2015-05-23","00:23:27",14616,"3.1.2","src","CN",6
"2015-05-23","00:24:50",72568681,"3.2.0","osx","US",49
"2015-05-23","00:25:02",10272,"3.1.3","src","CN",36
"2015-05-23","00:22:23",46720,"3.2.0","win","CN",37
"2015-05-23","00:27:29",64981320,"3.2.0","win","AU",50
"2015-05-23","00:26:56",64981317,"3.2.0","win","US",51
"2015-05-23","00:27:08",64981319,"3.2.0","win","US",51
"2015-05-23","00:27:26",64981312,"3.2.0","win","US",52
"2015-05-23","01:49:54",182225,"3.2.0","osx","BO",53
"2015-05-23","01:48:19",45794,"3.1.3","win","CN",8
"2015-05-23","01:49:25",46468,"3.1.3","win","CN",8
"2015-05-23","01:52:12",72568681,"3.2.0","osx","US",54
"2015-05-23","01:52:14",72568681,"3.2.0","osx","GB",55
"2015-05-23","01:52:33",72568681,"3.2.0","osx","US",56
"2015-05-23","01:50:22",46720,"3.1.3","win","CN",8
"2015-05-23","01:51:24",45794,"3.1.3","win","CN",8
"2015-05-23","01:52:31",45794,"3.1.3","win","CN",8
"2015-05-23","01:53:13",14616,"3.2.0","win","VN",35
"2015-05-23","01:54:29",46720,"3.1.3","win","CN",8
"2015-05-23","01:53:33",45794,"3.1.3","win","CN",8
"2015-05-23","01:54:50",64981317,"3.2.0","win","GB",57
"2015-05-23","01:55:39",64981317,"3.2.0","win","US",58
