"date","time","size","version","os","country","ip_id"
"2015-06-12","00:50:31",72568681,"3.2.0","osx","US",1
"2015-06-12","00:52:12",64981320,"3.2.0","win","CN",2
"2015-06-12","00:54:12",14616,"3.1.1","win","CN",3
"2015-06-12","00:56:49",14616,"3.2.0","win","CN",4
"2015-06-12","00:57:45",29096,"3.0.2","win","CN",3
"2015-06-12","00:58:19",15406336,"3.2.0","win","CN",5
"2015-06-12","00:58:09",14616,"3.1.3","win","CN",6
"2015-06-12","00:58:08",46240,"3.1.2","src","CN",7
"2015-06-12","00:58:44",72568683,"3.2.0","osx","JP",8
"2015-06-12","00:59:22",72568681,"3.2.0","osx","JP",9
"2015-06-12","00:09:24",64981320,"3.2.0","win","US",10
"2015-06-12","00:12:01",14616,"3.1.3","win","CN",11
"2015-06-12","00:12:15",64981317,"3.2.0","win","US",12
"2015-06-12","00:13:25",34888,"3.1.0","src","CN",3
"2015-06-12","00:12:49",34889,"3.1.0","src","CN",3
"2015-06-12","00:13:33",64981317,"3.2.0","win","CA",13
"2015-06-12","00:13:34",14616,"3.1.2","src","CN",14
"2015-06-12","00:14:11",64981306,"3.2.0","win","US",15
"2015-06-12","00:14:28",14617,"3.1.0","src","CN",16
"2015-06-12","00:15:17",958371,"3.2.0","osx","US",17
"2015-06-12","00:16:05",72568681,"3.2.0","osx","US",18
"2015-06-12","00:13:09",14616,"3.1.3","win","CZ",19
"2015-06-12","00:16:48",14616,"3.2.0","win","CN",20
"2015-06-12","00:16:35",31992,"3.1.3","osx","CZ",19
"2015-06-12","00:18:27",64981315,"3.2.0","win","US",15
"2015-06-12","00:31:23",14616,"3.1.2","src","CN",21
"2015-06-12","00:33:06",14616,"3.1.3","win","CN",22
"2015-06-12","00:33:45",14616,"2.14.1","win","CN",21
"2015-06-12","00:33:52",64981317,"3.2.0","win","KR",23
"2015-06-12","00:33:45",14616,"3.0.2","src","CN",21
"2015-06-12","00:36:25",420480,"3.2.0","win","CA",24
"2015-06-12","00:37:19",72568681,"3.2.0","osx","US",25
"2015-06-12","00:37:15",64981317,"3.2.0","win","US",26
"2015-06-12","00:19:06",14616,"3.2.0","win","VN",27
"2015-06-12","00:19:44",14616,"3.1.3","win","CN",11
"2015-06-12","00:22:08",14616,"3.2.0","win","CN",28
"2015-06-12","00:21:53",64981312,"3.2.0","win","IN",29
"2015-06-12","00:22:19",64981317,"3.2.0","win","AU",30
"2015-06-12","00:24:40",64981317,"3.2.0","win","US",31
"2015-06-12","00:24:09",31993,"3.1.1","win","CN",3
"2015-06-12","00:26:48",14616,"3.2.0","win","CN",4
"2015-06-12","00:27:43",46336,"3.0.2","win","CN",3
"2015-06-12","00:28:51",72568681,"3.2.0","osx","US",32
"2015-06-12","00:29:09",2054339,"3.2.0","win","DO",33
"2015-06-12","00:28:08",14616,"3.1.3","win","CN",6
"2015-06-12","00:41:05",72568684,"3.2.0","osx","MX",34
"2015-06-12","00:41:51",64981317,"3.2.0","win","CN",35
"2015-06-12","00:43:43",64981312,"3.2.0","win","TR",36
"2015-06-12","00:43:27",14616,"3.1.0","src","CN",3
"2015-06-12","00:46:09",64981311,"3.2.0","win","CN",2
"2015-06-12","00:46:48",46720,"3.2.0","win","CN",20
"2015-06-12","00:48:17",64981320,"3.2.0","win","CN",37
"2015-06-12","00:49:23",64981317,"3.2.0","win","US",38
"2015-06-12","00:49:32",3205093,"3.2.0","win","CN",39
"2015-06-12","00:49:32",1265185,"3.2.0","win","CN",39
"2015-06-12","00:49:32",2658612,"3.2.0","win","CN",39
"2015-06-12","00:49:32",5195792,"3.2.0","win","CN",39
"2015-06-12","00:49:06",46336,"3.2.0","win","VN",27
"2015-06-12","00:00:34",64981317,"3.2.0","win","US",40
"2015-06-12","00:00:48",50507241,"2.15.3","win","US",41
"2015-06-12","00:01:21",14616,"3.1.2","src","CN",21
"2015-06-12","00:02:55",64981312,"3.2.0","win","US",42
"2015-06-12","00:04:15",72176,"3.2.0","win","US",10
"2015-06-12","00:03:42",14616,"3.0.2","src","CN",21
"2015-06-12","00:03:42",14617,"2.14.1","win","CN",21
"2015-06-12","00:05:43",645748,"3.2.0","win","US",43
"2015-06-12","00:05:39",29125457,"3.2.0","src","US",44
"2015-06-12","00:08:41",72568681,"3.2.0","osx","US",45
"2015-06-12","01:40:30",46720,"3.1.3","win","CN",11
"2015-06-12","01:41:29",46720,"3.1.3","win","CN",46
"2015-06-12","01:43:28",14616,"3.2.0","win","CN",47
"2015-06-12","01:42:26",64981317,"3.2.0","win","KR",48
"2015-06-12","01:43:32",46468,"3.1.3","win","CN",49
"2015-06-12","01:43:31",14616,"3.1.0","src","CN",3
"2015-06-12","01:44:22",64981317,"3.2.0","win","CR",50
"2015-06-12","01:44:11",28076341,"3.0.3","src","CN",51
"2015-06-12","01:44:42",34893,"3.2.0","win","CN",52
"2015-06-12","01:44:43",45795,"3.1.3","win","CN",53
"2015-06-12","01:44:25",46720,"3.1.3","win","CN",11
"2015-06-12","01:44:39",28943404,"3.1.3","src","CN",51
"2015-06-12","01:46:51",14616,"3.2.0","win","CN",20
"2015-06-12","01:47:24",46720,"3.1.3","win","CN",49
"2015-06-12","01:48:08",64981317,"3.2.0","win","MX",54
"2015-06-12","01:22:53",14617,"3.1.3","win","CN",55
"2015-06-12","01:24:14",31992,"3.1.1","win","CN",3
"2015-06-12","01:24:47",14616,"3.1.3","win","CN",11
"2015-06-12","01:26:51",64981317,"3.2.0","win","US",56
"2015-06-12","01:26:52",33440,"3.2.0","win","CN",4
"2015-06-12","01:27:20",64981311,"3.2.0","win","US",57
"2015-06-12","01:28:01",45793,"3.1.3","win","CN",49
"2015-06-12","01:27:48",34888,"3.0.2","win","CN",3
"2015-06-12","01:28:10",46336,"3.1.3","win","CN",6
"2015-06-12","01:28:41",45793,"3.1.3","win","CN",11
"2015-06-12","01:30:40",29125448,"3.2.0","src","AU",58
"2015-06-12","01:31:29",64981317,"3.2.0","win","BR",59
"2015-06-12","01:01:23",14616,"3.1.2","src","CN",21
"2015-06-12","01:01:34",14616,"3.1.3","win","CN",11
"2015-06-12","01:03:26",14617,"3.1.3","win","CN",46
"2015-06-12","01:03:47",14616,"2.14.1","win","CN",21
"2015-06-12","01:03:47",14616,"3.0.2","src","CN",21
"2015-06-12","01:04:19",64981317,"3.2.0","win","SG",60
"2015-06-12","01:07:20",14617,"3.1.3","win","CN",46
"2015-06-12","01:09:04",72568681,"3.2.0","osx","US",61
"2015-06-12","01:09:09",72568681,"3.2.0","osx","US",62
"2015-06-12","01:09:20",14617,"3.1.3","win","CN",11
"2015-06-12","01:49:12",46336,"3.2.0","win","VN",27
"2015-06-12","01:51:19",45795,"3.1.3","win","CN",49
"2015-06-12","01:53:20",72568681,"3.2.0","osx","US",63
"2015-06-12","01:53:22",64981320,"3.2.0","win","CO",64
"2015-06-12","01:53:58",64981317,"3.2.0","win","MY",65
"2015-06-12","01:54:14",64981320,"3.2.0","win","MX",54
"2015-06-12","01:54:17",36336,"3.1.1","win","CN",3
"2015-06-12","01:54:22",71677023,"3.1.3","osx","HK",66
