"date","time","size","version","os","country","ip_id"
"2015-06-25","16:11:05",65067796,"3.2.1","win","EU",1
"2015-06-25","16:11:28",65067791,"3.2.1","win","US",2
"2015-06-25","16:11:21",65067800,"3.2.1","win","US",3
"2015-06-25","16:11:32",65067800,"3.2.1","win","US",4
"2015-06-25","16:11:13",65067796,"3.2.1","win","US",5
"2015-06-25","16:12:37",65067793,"3.2.1","win","US",2
"2015-06-25","16:12:12",14617,"3.0.2","src","CN",6
"2015-06-25","16:12:50",14616,"2.14.1","win","CN",6
"2015-06-25","16:13:00",65067800,"3.2.1","win","US",7
"2015-06-25","16:13:16",65067791,"3.2.1","win","GB",8
"2015-06-25","16:13:45",65067796,"3.2.1","win","DE",9
"2015-06-25","16:13:34",65067794,"3.2.1","win","US",2
"2015-06-25","16:14:04",65067794,"3.2.1","win","US",2
"2015-06-25","16:14:24",65067800,"3.2.1","win","US",10
"2015-06-25","16:15:24",11574530,"3.2.1","win","MX",11
"2015-06-25","16:15:11",527,"3.2.1","src","US",12
"2015-06-25","16:15:12",29198397,"3.2.1","src","US",12
"2015-06-25","16:15:47",65067796,"3.2.1","win","PL",13
"2015-06-25","16:15:49",72469265,"latest","osx","US",14
"2015-06-25","16:15:09",65067799,"3.2.1","win","US",15
"2015-06-25","16:15:41",65067790,"3.2.1","win","US",16
"2015-06-25","16:16:39",65067796,"3.2.1","win","MX",17
"2015-06-25","16:15:50",65067795,"3.2.1","win","US",18
"2015-06-25","16:17:13",65067799,"3.2.1","win","US",19
"2015-06-25","16:17:19",65067800,"3.2.1","win","US",20
"2015-06-25","16:17:01",14616,"3.1.1","win","CN",21
"2015-06-25","16:18:03",18452339,"3.2.1","win","US",22
"2015-06-25","16:18:21",65067796,"3.2.1","win","US",23
"2015-06-25","16:18:50",65067800,"3.2.1","win","IN",24
"2015-06-25","16:19:32",29198390,"3.2.1","src","CN",25
"2015-06-25","16:19:39",46720,"3.2.1","win","CN",26
"2015-06-25","16:20:01",1862901,"3.2.0","win","CN",27
"2015-06-25","16:20:01",1473868,"3.2.0","win","CN",27
"2015-06-25","16:19:55",1141460,"3.2.0","win","CN",27
"2015-06-25","16:20:21",289080,"3.2.1","win","US",28
"2015-06-25","16:20:01",1812268,"3.2.0","win","CN",27
"2015-06-25","16:20:19",65067800,"3.2.1","win","US",29
"2015-06-25","16:20:11",65067799,"3.2.1","win","US",30
"2015-06-25","16:20:31",12621097,"3.2.1","win","US",28
"2015-06-25","16:20:23",72469262,"3.2.1","osx","US",31
"2015-06-25","16:20:54",65067800,"3.2.1","win","GB",32
"2015-06-25","16:20:59",72469263,"3.2.1","osx","US",33
"2015-06-25","16:21:01",7140906,"3.2.1","src","US",34
"2015-06-25","16:21:18",72469261,"latest","osx","US",14
"2015-06-25","16:21:04",1334001,"3.2.1","src","US",34
"2015-06-25","18:23:34",29198397,"latest","src","US",35
"2015-06-25","18:24:21",14616,"3.0.2","win","CN",21
"2015-06-25","18:24:48",72469255,"3.2.1","osx","US",36
"2015-06-25","18:24:08",14617,"3.2.0","win","CN",37
"2015-06-25","18:25:15",29198400,"latest","src","US",35
"2015-06-25","18:25:51",72469261,"3.2.1","osx","AT",38
"2015-06-25","18:26:06",65067800,"3.2.1","win","US",39
"2015-06-25","18:27:52",65067800,"3.2.1","win","US",40
"2015-06-25","18:28:38",72469261,"3.2.1","osx","US",41
"2015-06-25","18:29:03",29198400,"latest","src","US",35
"2015-06-25","18:29:28",65067796,"3.2.1","win","CA",42
"2015-06-25","18:29:17",14617,"3.1.0","src","CN",6
"2015-06-25","18:29:30",65067796,"3.2.1","win","GB",43
"2015-06-25","18:31:18",65067796,"3.2.1","win","DE",44
"2015-06-25","18:31:31",28470495,"3.1.0","src","CA",45
"2015-06-25","18:31:44",65067798,"3.2.1","win","ES",46
"2015-06-25","18:31:48",527,"3.2.1","src","US",47
"2015-06-25","18:31:51",29198397,"3.2.1","src","US",47
"2015-06-25","18:32:30",65067791,"3.2.1","win","IT",48
"2015-06-25","18:32:36",65067796,"3.2.1","win","PT",49
"2015-06-25","18:32:26",14617,"3.2.0","win","CN",37
"2015-06-25","12:49:18",65067799,"3.2.1","win","MT",50
"2015-06-25","12:49:49",14616,"3.0.2","win","CN",21
"2015-06-25","12:49:26",14616,"3.2.1","win","CN",26
"2015-06-25","12:50:16",65067796,"3.2.1","win","DE",51
"2015-06-25","12:51:26",65067800,"3.2.1","win","BR",52
"2015-06-25","12:51:06",14617,"3.1.1","win","CN",53
"2015-06-25","12:52:54",65067795,"3.2.1","win","GB",54
"2015-06-25","12:53:15",72469261,"3.2.1","osx","ZA",55
"2015-06-25","12:53:17",57097900,"3.1.3","win","CN",56
"2015-06-25","12:55:34",65067791,"3.2.1","win","BR",57
"2015-06-25","12:55:47",65067796,"3.2.1","win","GB",58
"2015-06-25","12:57:03",65067796,"3.2.1","win","CA",59
"2015-06-25","12:57:51",65067789,"3.2.1","win","DE",60
"2015-06-25","12:57:59",65067799,"3.2.1","win","BR",61
"2015-06-25","12:57:23",72469261,"3.2.1","osx","KR",62
"2015-06-25","12:58:28",72469255,"3.2.1","osx","US",31
"2015-06-25","12:58:25",72469261,"3.2.1","osx","SG",63
"2015-06-25","12:58:51",14616,"3.1.0","src","CN",6
"2015-06-25","12:58:34",65067800,"3.2.1","win","NL",64
"2015-06-25","12:59:39",72469261,"3.2.1","osx","US",65
"2015-06-25","08:46:54",14616,"3.2.1","win","CN",26
"2015-06-25","08:48:09",65067796,"3.2.1","win","FR",66
"2015-06-25","08:48:39",78840,"3.2.0","win","CN",67
"2015-06-25","08:48:41",78840,"3.2.0","win","CN",67
"2015-06-25","08:48:39",78840,"3.2.0","win","CN",67
"2015-06-25","08:48:59",24294685,"3.2.1","osx","US",68
"2015-06-25","08:48:47",172280,"3.2.0","win","CN",67
"2015-06-25","08:50:28",65067799,"3.2.1","win","CN",69
"2015-06-25","08:54:01",65067796,"3.2.1","win","GB",70
"2015-06-25","08:54:24",65067796,"3.2.1","win","PL",71
"2015-06-25","08:55:46",65067791,"3.2.1","win","DE",72
"2015-06-25","08:55:58",65067796,"3.2.1","win","KR",73
